"key","en","fr","ge","sp","ch","jp"
"Quest_2204_TheCritic_Segment_2","等待一天，让卢修斯完成对红杉馆的评论。","xxxx",,,,
"Quest_2204_TheCritic_Segment_3","阅读卢修斯对于红杉馆的评论。","xxxx",,,,
,,,,,,
"Quest_2205_LuciusRequest_Name","卢修斯的神秘请求","xxxx",,,,
"Quest_2205_LuciusRequest_Description","卢修斯并没有离开白荆港，而是有一个神秘的请求。","xxxx",,,,
"Quest_2205_LuciusRequest_Segment_1","在玫瑰酒店201室与卢修斯见面。","xxxx",,,,
,,,,,,
"Quest_2301_BathRendevous_Name","浴场密会","xxxx",,,,
"Quest_2301_BathRendevous_Description","废弃的牡丹浴场里，有什么东西在蠢蠢欲动。","xxxx",,,,
"Quest_2301_BathRendevous_Segment_1","卡斯托大厨回来了，他请你帮忙。于晚上8点到午夜之间在牡丹浴场与他见面。","xxxx",,,,
"Quest_2301_BathRendevous_Segment_2","和碧安卡谈谈制作一些铜管来帮助修复澡堂。","xxxx",,,,
"Quest_2301_BathRendevous_Segment_3","为碧安卡带去5个铜矿石和5个铁矿石来制作管子，还有5瓶伏特加作为报酬。","xxxx",,,,
"Quest_2301_BathRendevous_Segment_4","等待一天，让碧安卡完成铜管的制作。","xxxx",,,,
"Quest_2301_BathRendevous_Segment_5","在碧安卡的商店与她见面，领取铜管。","xxxx",,,,
"Quest_2301_BathRendevous_Segment_6","将做好的铜管带回给废弃澡堂的纳杰特。","xxxx",,,,
,,,,,,
"Quest_2302_BuildingAroma_Name","营造香气","xxxx",,,,
"Quest_2302_BuildingAroma_Description","学习牡丹浴场打造绝佳沐浴体验的秘诀。","xxxx",,,,
"Quest_2302_BuildingAroma_Segment_1","从医务室的瓦伦蒂娜那里购买一些速效冰袋。","xxxx",,,,
"Quest_2302_BuildingAroma_Segment_2","前往火山，开采15块硫磺并带回给纳杰特。","xxxx",,,,
"Quest_2302_BuildingAroma_Segment_3","在浴场机械室中成功混合一份浴块。","xxxx",,,,
,,,,,,
"Quest_2303_PeonyOpening_Name","牡丹开业","xxxx",,,,
"Quest_2303_PeonyOpening_Description","赢得艾琳的信任，在茶屋举办试营业活动。","xxxx",,,,
"Quest_2303_PeonyOpening_Segment_1","为了赢得艾琳的信任，你必须完成一场红杉馆的餐厅服务，并以300的总声誉结束这场服务。","xxxx",,,,
"Quest_2303_PeonyOpening_Segment_2","你已经赢取了所需的红杉馆声誉。与浴场的艾琳交谈。","xxxx",,,,
"Quest_2303_PeonyOpening_Segment_3","艾琳将茶屋的钥匙交给了你。参观你的新餐厅。","xxxx",,,,
"Quest_2303_PeonyOpening_Segment_4","于上午10点到下午6点之间在茶屋举办试营业，菜单至少包含6道菜，可供10位客人就座。","xxxx",,,,
"Quest_2303_PeonyOpening_Segment_5","你已经完成了茶屋的试营业。请与大厅里的澡堂工作人员交谈。","xxxx",,,,
,,,,,,
"Quest_2304_DangerEleventhHour_Name","危机一刻","xxxx",,,,
"Quest_2304_DangerEleventhHour_Description","纳杰特正面临一个可能会危及澡堂的盛大开业的突发问题。","xxxx",,,,
"Quest_2304_DangerEleventhHour_Segment_1","为红杉馆做好准备，在下午5点到晚上9点之间承办纳杰特的晚宴，菜单至少包含6道菜，可供4位客人就座。","xxxx",,,,
"Quest_2304_DangerEleventhHour_Segment_2","纳杰特为达米安准备的晚宴已结束。在外面与他们交谈。","xxxx",,,,
,,,,,,
"Quest_2305_IBathe_Name","我浴故我在","xxxx",,,,
"Quest_2305_IBathe_Description","为牡丹浴场的盛大开幕做最后的准备。","xxxx",,,,
"Quest_2305_IBathe_Segment_1","用浴块填满浴场里的一共3个浴缸。","xxxx",,,,
"Quest_2305_IBathe_Segment_2","当你准备好举办盛大开幕时，告知艾琳。","xxxx",,,,
"Quest_2305_IBathe_Segment_3","于上午10点到下午6点之间在茶屋举办盛大开幕，菜单至少包含10道菜肴，可供20位客人就座。","xxxx",,,,
"Quest_2305_IBathe_Segment_4","盛大开幕已结束。与办公室的艾琳交谈。","xxxx",,,,
,,,,,,
,,,,,,
"CHARACTER QUESTS","角色任务",,,,,
,,,,,,
"Quest_6021_PomarineFinalHunt_Name","波玛琳的最终狩猎","xxxx",,,,
"Quest_6021_PomarineFinalHunt_Description","帮助波玛琳击败上古尖脊猪。","xxxx",,,,
"Quest_6021_PomarineFinalHunt_Segment_1","为最终狩猎准备好物资，并等待一天。准备就绪后返回波玛琳身边。","xxxx",,,,
"Quest_6021_PomarineFinalHunt_Segment_2","当你准备好狩猎物资后，让波玛琳知道你已经准备就绪。","xxxx",,,,
"Quest_6021_PomarineFinalHunt_Segment_3","跟随波玛琳穿过树林。","xxxx",,,,
"Quest_6021_PomarineFinalHunt_Segment_4","跟随波玛琳穿过树林。","xxxx",,,,
"Quest_6021_PomarineFinalHunt_Segment_5","击败上古尖脊猪。","xxxx",,,,
"Quest_6021_PomarineFinalHunt_Segment_6","与波玛琳交谈。","xxxx",,,,
,,,,,,
"Quest_6023_AprilsCrystalBall_Name","埃普丽尔的水晶球","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Description","在野猪摧毁了埃普丽尔的家之后，为她制作一个新的凝视球。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_1","你应该问问碧安卡如何提取完美石英。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_2","现在你已经掌握了提取完美石英晶体的方法，去白荆港的洞穴中寻找大型石英生长物。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_3","现在你已经提取了一块完美石英，再次与埃普丽尔谈论制作新水晶球的事。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_4","安娜-梅是一位当地雕塑家。她也许能帮忙给石英晶体塑形。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_5","安娜-梅感觉不太舒服。她需要一些头痛药才能继续工作。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_6","在高志农场与安娜-梅见面，取回抛光好的水晶。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_7","烹饪3道蔬菜菜肴作为供品，向森林之灵表达善意，以便祂们为水晶球赐福。（0/3已烹饪）","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_8","烹饪3道蔬菜菜肴作为供品，向森林之灵表达善意，以便祂们为水晶球赐福。（1/3已烹饪）","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_9","烹饪3道蔬菜菜肴作为供品，向森林之灵表达善意，以便祂们为水晶球赐福。（2/3已烹饪）","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_10","现在你已经为供奉森林之灵烹饪了3道菜肴，你必须把水晶球和供品带到森林深处的祭坛上。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_11","水晶球和食物供品已摆放在祭坛上。把水晶球留在祭坛上过夜以吸引精灵。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_12","你已经把水晶球留在森林里一整夜了。应该去看看供奉是否生效了。","xxxx",,,,
"Quest_6023_AprilsCrystalBall_Segment_13","凝视球散发出一种新奇的能量。将凝视球带回给埃普丽尔。","xxxx",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"MISC QUESTS","其他任务",,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"GLOBAL STATS TRACKING","全局统计跟踪",,,,,
,,,,,,
"UI_Stats_GeneralHeader","常规","xxxx",,,,
"UI_Stats_TotalDays","总天数","xxxx",,,,
"UI_Stats_TimesFainted","晕倒次数","xxxx",,,,
"UI_Stats_TimesDefeated","失败次数","xxxx",,,,
,,,,,,
"UI_Stats_RestaurantHeader","餐厅","xxxx",,,,
"UI_Stats_RestaurantServices","餐厅服务总计","xxxx",,,,
"UI_Stats_TotalCustomers","服务客户总计","xxxx",,,,
"UI_Stats_IngredientsUsed","所用食材总计","xxxx",,,,
"UI_Stats_DishesCookedRestaurant","烹饪菜肴(餐厅)","xxxx",,,,
"UI_Stats_DishesCookedPlayer","烹饪菜肴(玩家)","xxxx",,,,
"UI_Stats_TotalAppetizers","开胃菜总计","xxxx",,,,
"UI_Stats_TotalMains","主菜总计","xxxx",,,,
"UI_Stats_TotalDesserts","甜点总计","xxxx",,,,
"UI_Stats_TotalBeverages","饮料总计","xxxx",,,,
,,,,,,
"UI_Stats_CookingHeader","烹饪","xxxx",,,,
"UI_Stats_TotalCookingMinigames","烹饪迷你游戏总计","xxxx",,,,
"UI_Stats_TotalEnhancements","增强食谱总计","xxxx",,,,
"UI_Stats_TotalResearch","研究食谱总计","xxxx",,,,
,,,,,,
"UI_Stats_Gathering","聚会","xxxx",,,,
"UI_Stats_AnimalsDefeated","击败动物","xxxx",,,,
"UI_Stats_PlantsHarvested","收获植物","xxxx",,,,
"UI_Stats_RocksMined","开采岩石","xxxx",,,,
"UI_Stats_FishCaught","捕获鱼类","xxxx",,,,
"UI_Stats_PlantsGrown","植物成熟","xxxx",,,,
"UI_Stats_AlcoholBrewed","成功酿酒","xxxx",,,,
,,,,,,
"UI_Stats_Finances","资金","xxxx",,,,
"UI_Stats_TotalCreditsEarned","获得积分总计","xxxx",,,,
"UI_Stats_TotalCreditsSpent","已用积分总计","xxxx",,,,
"UI_Stats_TotalPowerCellsEarned","获得能源电池总计","xxxx",,,,
"UI_Stats_TotalPowerCellsSpent","消耗能源电池总计","xxxx",,,,
"UI_Stats_TotalRestaurantRevenue","餐厅收入总计","xxxx",,,,
"UI_Stats_TotalIncredientCosts","原料成本总计","xxxx",,,,
"UI_Stats_TotalStaffCosts","员工成本总计","xxxx",,,,
,,,,,,
"UI_Stats_Social","社交","xxxx",,,,
"UI_Stats_BulletinTasks","完成公告任务","xxxx",,,,
"UI_Stats_GiftsGiven","赠送的礼物","xxxx",,,,
"UI_Stats_HugsGiven","拥抱","xxxx",,,,
"UI_Stats_LettersReceived","收到的信件","xxxx",,,,
"UI_Stats_GiftsReceived","收到的礼物","xxxx",,,,
,,,,,,
"UI_Stats_CollectionsHeader","收藏","xxxx",,,,
"UI_Stats_TotalRecipesCollected","收集食谱总计","xxxx",,,,
"UI_Stats_TotalFurnitureCollected","收集家具总计","xxxx",,,,
"UI_Stats_TotalFurnitureCrafted","制作家具总计","xxxx",,,,
"UI_Stats_TotalTreasureChests","打开宝箱","xxxx",,,,
,,,,,,
"UI_Stats_BathBloksHeader","浴用方块","xxxx",,,,
"UI_Stats_TotalBathBloks","已创建的浴用方块总数","xxxx",,,,
"UI_Stats_TotalConcentratedBloks","已创建的清洁方块总数","xxxx",,,,
,,,,,,
,,,,,,
"GLOBAL STATS TRACKING","全局统计跟踪",,,,,
,,,,,,
"UI_RaceInfo_Positive","优点：","xxxx",,,,
"UI_RaceInfo_Negative","缺点：","xxxx",,,,
"UI_RaceInfo_Positive_1A","关系发展得更快。","xxxx",,,,
"UI_RaceInfo_Positive_1B","从消耗品中获得buff。","xxxx",,,,
"UI_RaceInfo_Negative_1A","体力消耗更快。","xxxx",,,,
"UI_RaceInfo_Negative_1B","只能使用基本增强技能。","xxxx",,,,
"UI_RaceInfo_Positive_2A","体力消耗较慢。","xxxx",,,,
"UI_RaceInfo_Positive_2B","可使用强大的后期增强技能。","xxxx",,,,
"UI_RaceInfo_Negative_2A","无法从大多数消耗品中获得buff。","xxxx",,,,
"UI_RaceInfo_Negative_2B","关系发展得较慢。","xxxx",,,,
,,,,,,
,,,,,,
"UI PLAYER STATS","UI 玩家数据",,,,,
,,,,,,
"UI_Stats_Endurance_Short","耐力","xxxx",,,,
"UI_Stats_Gathering_Short","采集","xxxx",,,,
"UI_Stats_Cooking_Short","烹饪","xxxx",,,,
"UI_Stats_Social_Short","社交","xxxx",,,,
,,,,,,
"UI_Stats_Speed_Short","速度","xxxx",,,,
"UI_Stats_EnergyDrain_Short","能耗","xxxx",,,,
"UI_Stats_DamageResistance_Short","耐伤","xxxx",,,,
"UI_Stats_HeatResistance_Short","耐热","xxxx",,,,
,,,,,,
"UI_Stats_Speed","移动速度","xxxx",,,,
"UI_Stats_EnergyDrain","能量损耗","xxxx",,,,
"UI_Stats_DamageResistance","伤害抗性","xxxx",,,,
"UI_Stats_HeatResistance","耐热抗性","xxxx",,,,
,,,,,,
"UI_Stats_BaseValue","基础价值","xxxx",,,,
"UI_Stats_Bonus","奖励","xxxx",,,,
,,,,,,
"UI CHAT MENU BUTTONS","UI 聊天菜单按钮",,,,,
,,,,,,
"UI_ChatButton_Quest","任务","xxxx",,,,
"UI_ChatButton_CompleteTask","任务","xxxx",,,,
"UI_ChatButton_Talk","对话","xxxx",,,,
"UI_ChatButton_Shop","商店","xxxx",,,,
"UI_ChatButton_Redeem","兑换","xxxx",,,,
"UI_ChatButton_FurnitureCrafting","制作","xxxx",,,,
"UI_ChatButton_Information","信息","xxxx",,,,
"UI_ChatButton_Build","建造","xxxx",,,,
"UI_ChatButton_GiveGift","赠送礼物","xxxx",,,,
"UI_ChatButton_OfferHelp","提供帮助","xxxx",,,,
"UI_ChatButton_BoardShip","登船","xxxx",,,,
"UI_ChatButton_Tickets","门票","xxxx",,,,
"UI_ChatButton_PurchasePet","宠物","xxxx",,,,
"UI_ChatButton_Pet","抚摸","xxxx",,,,
"UI_ChatButton_Treat","接待","xxxx",,,,
"UI_ChatButton_Date","约会","xxxx",,,,
"UI_ChatButton_Romance","浪漫","xxxx",,,,
,,,,,,
"UI STATS TOOLTIP","UI 统计工具提示",,,,,
,,,,,,
"UI_Stats_EnduranceDescription","耐力属性奖励：","xxxx",,,,
"UI_Stats_GatheringDescription","采集属性奖励：","xxxx",,,,
"UI_Stats_CookingDescription","烹饪属性奖励：","xxxx",,,,
"UI_Stats_SocialDescription","社交属性奖励：","xxxx",,,,
,,,,,,
"UI_Stats_HuntingPower","狩猎能力","xxxx",,,,
"UI_Stats_ForagingSpeed","采集速度","xxxx",,,,
"UI_Stats_FishingPower","钓鱼能力","xxxx",,,,
"UI_Stats_MiningSpeed","挖矿速度","xxxx",,,,
,,,,,,
"UI_Stats_MinigameDishQuality","迷你游戏菜肴质量","xxxx",,,,
"UI_Stats_AutocookDishQuality","自动烹饪菜肴质量。","xxxx",,,,
"UI_Stats_BetterChefs","有机会雇佣到更稀有的厨师。","xxxx",,,,
,,,,,,
"UI_Stats_FasterFriendships","更快地建立友谊。","xxxx",,,,
"UI_Stats_BuyPrice","购买商品时价格更优惠。","xxxx",,,,
"UI_Stats_SellPrice","出售商品时价格更优惠。","xxxx",,,,
"UI_Stats_BetterWaiters","有机会雇佣到更稀有的服务员。","xxxx",,,,
,,,,,,
"UI_HumansOnly","仅限人类","xxxx",,,,
"UI_AndroidsOnly","仅限仿生人","xxxx",,,,
"UI_LightSource","光源","xxxx",,,,
,,,,,,
,,,,,,
"UI FINANCES","UI 财务",,,,,
,,,,,,
"UI_FinanceButton_RestaurantFinances","营业收入","xxxx",,,,
"UI_FinanceButton_TotalFinances","总计收入","xxxx",,,,
"UI_FinanceButton_ReputationDelta","声誉变化","xxxx",,,,
"UI_FinanceButton_ReputationTotal","总计声誉","xxxx",,,,
"UI_FinanceButton_TotalCustomers","顾客","xxxx",,,,
,,,,,,
"UI_Finance_Revenue","收入","xxxx",,,,
"UI_Finance_Expenses","支出","xxxx",,,,
"UI_Finance_Profit","利润","xxxx",,,,
,,,,,,
"UI PET SHOP","UI 宠物商店",,,,,
,,,,,,
"UI_PetShop","宠物商店","xxxx",,,,
"UI_PetName","宠物名称","xxxx",,,,
"UI_PurchasePet","购买宠物？","xxxx",,,,
,,,,,,
"RESTAURANT NPC STATUS","餐厅NPC状态",,,,,
,,,,,,
"status_Staff_Idle","空闲","xxxx",,,,
"status_Staff_TargetTablePrep","走向餐桌","xxxx",,,,
"status_Staff_TargetAppliancePrep","前往电器","xxxx",,,,
"status_Staff_Prepping","准备","xxxx",,,,
"status_Staff_TargetCounter","前往台面","xxxx",,,,
"status_Staff_TargetFridge","前往冰箱","xxxx",,,,
"status_Staff_TargetAppliance","前往电器","xxxx",,,,
"status_Staff_DeliveringDish","送餐","xxxx",,,,
"status_Staff_Cooking","烹饪","xxxx",,,,
"status_Staff_TargetTable","走向餐桌","xxxx",,,,
"status_Staff_CleaningTable","清洁餐桌","xxxx",,,,
"status_Staff_TargetImpatientCustomer","走向顾客","xxxx",,,,
"status_Staff_TalkingToCustomer","与顾客交谈","xxxx",,,,
"status_Staff_TargetBeverageDispenser","拿取饮料","xxxx",,,,
"status_Staff_Resting","休息","xxxx",,,,
,,,,,,
"status_Customer_Entering","进入餐厅","xxxx",,,,
"status_Customer_TargetChair","就座","xxxx",,,,
"status_Customer_OrderingFood","点餐","xxxx",,,,
"status_Customer_WaitingForFood","等待食物","xxxx",,,,
"status_Customer_Eating","用餐","xxxx",,,,
"status_Customer_Leaving","离开","xxxx",,,,
"status_Customer_EventIdle","等待活动","xxxx",,,,
"status_Customer_TargetStage","上台","xxxx",,,,
"status_Customer_EventSpeech","演讲","xxxx",,,,
"status_Customer_SpeechListen","聆听演讲","xxxx",,,,
,,,,,,
"AINIMALS","动物","xxxx",,,,
,,,,,,
"Resistance_Knockback","击退","xxxx",,,,
"Resistance_Critical","重击","xxxx",,,,
"Resistance_Slow","慢速","xxxx",,,,
"Resistance_Stun","眩晕","xxxx",,,,
"Resistance_Burn","燃烧","xxxx",,,,
,,,,,,
"FARMED PLANTS","农作物","xxxx",,,,
,,,,,,
"seedType_Plant","植物","xxxx",,,,
"seedType_Bush","灌木","xxxx",,,,
"seedType_Tree","树木","xxxx",,,,
,,,,,,
"plantProgress_Seedling","发芽","xxxx",,,,
"plantProgress_Budding","萌芽","xxxx",,,,
"plantProgress_Shrub","灌木","xxxx",,,,
"plantProgress_FullyGrown","长成","xxxx",,,,
"plantProgress_Ripening","成熟","xxxx",,,,
,,,,,,
"plantGrowth_Text","每(days)天生长一个阶段。","xxxx",,,,
,,,,,,
,,,,,,
,,,,,,
"CHARACTER LOCATIONS","角色位置","xxxx",,,,
,,,,,,
,,,,,,
"character_location_101","乌利尔经常出现在镇中心的屠宰铺。","xxxx",,,,
"character_location_102","阿洛伊斯是一名渔夫，经常可以在白荆港码头附近找到他。","xxxx",,,,
"character_location_103","哈塞尔经常出现在镇西边的泡泡屋店铺。","xxxx",,,,
"character_location_104","艾姆经常在白荆港码头附近的休闲中心训练。","xxxx",,,,
"character_location_105","碧安卡经常出现在海滨步道旁的电子产品店【数码元件】。","xxxx",,,,
"character_location_106","波玛琳的房子位于西海岸，她经常在那里打猎。","xxxx",,,,
"character_location_107","埃普丽尔在位于红衫馆西边的家中经营一家礼品店。","xxxx",,,,
"character_location_108","纳西姆在电路旅馆工作，经常可以在酒店前台找到他。","xxxx",,,,
"character_location_109","安娜-梅经常在高志农场附近出现。","xxxx",,,,
"character_location_110","玫露经常在镇中心的蔬菜店或她在农场的田地里工作。","xxxx",,,,
"character_location_111","普里斯卡是市长的助理，在市政厅工作。","xxxx",,,,
"character_location_112","鲍伊经常在码头的海鲜摊位，或在西边的悬崖上漫步。","xxxx",,,,
"character_location_113","安吉","xxxx",,,,
"character_location_114","芙蓉","xxxx",,,,
"character_location_115","米洛经常在白荆港海滨步道旁的服装店出现。","xxxx",,,,
"character_location_116","瓦伦蒂娜平时在白荆港的医务室工作。","xxxx",,,,
"character_location_117","碧经常在夜晚出现在镇中心的酒吧。","xxxx",,,,
"character_location_118","艾琳经营浴场，经常在她的办公室里。","xxxx",,,,
"character_location_119","纳杰特平时在浴场工作。","xxxx",,,,
"character_location_120","萨希姆","xxxx",,,,
"character_location_121","伊恩","xxxx",,,,
"character_location_122","提里奥经常在镇中心的奶麦之家工作。","xxxx",,,,
"character_location_123","卢修斯目前住在玫瑰酒店的一个房间里。他通常在海滨步道附近散步。","xxxx",,,,
"character_location_124","娜比哈经常在镇中心的鲜果店出现。","xxxx",,,,
"character_location_125","B@dkArma42","xxxx",,,,
"character_location_126","达米安","xxxx",,,,
"character_location_127","雨果","xxxx",,,,
"character_location_128","科亚","xxxx",,,,
"character_location_129","卡米尔","xxxx",,,,
"character_location_130","卡斯托大厨","xxxx",,,,
"character_location_131","奥托","xxxx",,,,
,,,,,,
"character_location_201","T.E.C.经常在码头的章鱼烧餐厅出现。","xxxx",,,,
"character_location_202","埃尔顿平时在8-11便利店工作。","xxxx",,,,
"character_location_203","罗伯特是玫瑰酒店的大堂经理，经常在大堂出现。","xxxx",,,,
"character_location_204","伊冯娜是一名行李员，平时在玫瑰酒店工作。","xxxx",,,,
"character_location_205","科拉平时在白荆港码头工作。","xxxx",,,,
"character_location_206","莱昂是船长，经常在白荆港码头出现。","xxxx",,,,
"character_location_207","玛丽·安妮经常在高志农场附近闲逛。","xxxx",,,,
"character_location_208","卡斯伯经常在高志农场附近闲逛。","xxxx",,,,
"character_location_209","加文是白荆港的市长，经常在市政厅出现。","xxxx",,,,
"character_location_210","梅平时在浴场工作。","xxxx",,,,
"character_location_211","法尔汗平时在浴场工作。","xxxx",,,,
"character_location_212","邓肯平时在浴场工作。","xxxx",,,,
"character_location_213","迪米特里是乐施的员工，在火车站售票处工作。","xxxx",,,,
"character_location_214","艾丽莎是乐施的员工，在火车站售票处工作。","xxxx",,,,
"character_location_215","本杰明平时在火车站旁的邮包公司工作。","xxxx",,,,
"character_location_216","艾玛是一名在高速列车上工作的咖啡师。","xxxx",,,,
"character_location_217","萨希尔是乐施的员工，在白荆港的乐施办公室工作。","xxxx",,,,
"character_location_218","杜里是乐施的员工，在白荆港的乐施办公室工作。","xxxx",,,,
"character_location_219","亨利经常在他的家具店家装艺廊出现，这家店位于白荆港。","xxxx",,,,
"character_location_220","阿谢尔平时在高速列车上担任列车长。","xxxx",,,,
"character_location_221","伊丽莎平时在白荆港的图书馆工作。","xxxx",,,,
"character_location_222","爱丽丝是卢修斯的助手，通常可以在他的办公室找到她。","xxxx",,,,
,,,,,,
"SOCIAL TOOLTIPS","社交工具提示","xxxx",,,,
,,,,,,
"socialUI_101_Description_1","乌利尔是一位友善的屠夫，他似乎总是在工作。他祝愿红杉馆取得成功，并希望能为你的菜肴提供优质肉类。","xxxx",,,,
"socialUI_102_Description_1","阿洛伊斯是一位寡言的渔夫。尽管他举止冷酷而神秘，但他总是乐于助人，而且和陌生人说起话来就像朋友一样。","xxxx",,,,
"socialUI_103_Description_1","哈塞尔是一个型号老旧的机器人，被遗弃在霓虹城的垃圾箱里，后来被阿洛伊斯发现。在她身边还发现了一只小青蛙，从那时起一直伴她左右。","xxxx",,,,
"socialUI_104_Description_1","一名热爱炫耀自己身材的健美运动员。和他的妻子碧一样，他热爱充实的生活，从不拒绝派对的邀请。","xxxx",,,,
"socialUI_105_Description_1","碧安卡是一名天赋异禀的程序员与机械师，她性格冷漠，道德观念存疑。她的技艺能为你提供极大的帮助，当然，前提是一笔可观的报酬。","xxxx",,,,
"socialUI_106_Description_1","作为白荆港最年长的居民之一，波玛琳的外表可能具有迷惑性。她是一位热衷于体验野外生活的强力猎手，也是所有有志护林员的精神导师。","xxxx",,,,
"socialUI_107_Description_1","埃普丽尔是一位奇异的女士，她似乎具有洞察一切的神力。她最近正在异国他乡旅行，以进一步研究草药和茶叶。","xxxx",,,,
"socialUI_108_Description_1","纳西姆经营着白荆港的电路旅馆，他把时间都花在了女儿们身上。他总是带着友好的笑容，希望红杉馆能取得成功。","xxxx",,,,
"socialUI_109_Description_1","安娜-梅是一个害羞的女生，很少离开自己位于高志农场的家，与姐姐玫露截然相反，她更愿意把时间都花在雕塑和电子游戏上。","xxxx",,,,
"socialUI_110_Description_1","玫露是一位友善的农夫，她和父母还有自己的孪生妹妹安娜-梅一起住在高志农场。她似乎对自己的田园生活很满意，喜欢在田里劳作。","xxxx",,,,
"socialUI_111_Description_1","普里斯卡是一位坚韧的女性，一直为改善白荆港的现状努力奔波。她放弃了个人享乐而一心追求事业，常常到了一种不健康的地步。","xxxx",,,,
"socialUI_112_Description_1","表面上看，鲍伊就像个悠闲的老者，尽可能地清闲度日。他每天经营着海鲜店铺，还会沿着海边的悬崖散步。","xxxx",,,,
"socialUI_113_Description_1","安吉是一名年轻的男性机器人，和他的人类养母一起过着被宠坏的生活。他不清楚自己的人生目标，而对他这样的非人类而言，这种迷茫感更加强烈。","xxxx",,,,
"socialUI_114_Description_1","芙蓉在霓虹城经营着一间有名的咖啡馆，这家店由她的家人传承下来。她还在适应自己的新职责，且依旧希望能过上一种率性生活。","xxxx",,,,
"socialUI_115_Description_1","米洛在白荆港下游步道附近出售服装。他性格古怪，有时会很无礼。他似乎对哈塞尔怀有好感。","xxxx",,,,
"socialUI_116_Description_1","瓦伦蒂娜管理着白荆港的医务室，尽管她并没有医学学位。即便如此，当地人还是会向她寻求医疗救助，她性格内敛，不爱交际。","xxxx",,,,
"socialUI_117_Description_1","当不用照顾6个孩子时，碧就经营着白荆港镇广场的当地酒吧，调制着游客们喝不腻的美味鸡尾酒。","xxxx",,,,
"socialUI_118_Description_1","艾琳是一位女性机器人，总是身着标志性的蓝色和服。她神秘且恬静，却有一种自信而强大的气场。她是澡堂之主。","xxxx",,,,
"socialUI_119_Description_1","纳杰特是艾琳热情而勤奋的助手。她负责管理牡丹浴场的日常事务，并尽一切努力确保艾琳开心。","xxxx",,,,
"socialUI_120_Description_1",,"xxxx",,,,
"socialUI_121_Description_1",,"xxxx",,,,
"socialUI_122_Description_1","提里奥帮助他的老板经营牛奶和小麦店。尽管他对陌生人很冷淡，但在分享经历和一同完成任务以后，他对人变得热情起来。","xxxx",,,,
"socialUI_123_Description_1","卢修斯是一名来自霓虹城的知名美食评论家。他的评论曾引得顶级厨师的餐厅关业大吉。他见证你的才华后便渴望你的帮助，但却不肯透露自己的真实目的。","xxxx",,,,
"socialUI_124_Description_1","娜比哈是一名活泼乐观的水果店店主。她有一颗自由的心，游历过世界各地。她如今奉行素食主义，并希望你的餐厅也能如此。","xxxx",,,,
"socialUI_125_Description_1",,"xxxx",,,,
"socialUI_126_Description_1","达米安是科伦坡犯罪家族的头目之一，这个家族的总部设在霓虹城。他曾是纳杰特的原监护人，还派她去偷牡丹浴场的地契。","xxxx",,,,
"socialUI_127_Description_1","雨果是乐施公司的一名高管，他被委以一项与白荆港火山有关的神秘任务。你经常可以看到他在火山底部四处搜寻，收集样本。","xxxx",,,,
"socialUI_128_Description_1","科亚是你的老友，同时也是在文森特·卡斯托大厨手下学习的厨师。他梦想着有朝一日开一间自己的成功餐厅。他的竞争意识一直激励着你不断前进。","xxxx",,,,
"socialUI_129_Description_1","卡米尔是你的老友，同时也是在文森特·卡斯托大厨手下学习的厨师。她梦想着有朝一日开一间自己的成功餐厅。她的竞争意识一直激励着你不断前进。","xxxx",,,,
"socialUI_130_Description_1","文森特·卡斯托是一位享有盛誉的厨师，也是你的烹饪导师。离开他的首间餐厅红杉馆后，他继续在全国各地经营着几家成功的餐厅。","xxxx",,,,
"socialUI_131_Description_1","奥托·坎顿是你的前任老板，他时常动怒，尤其是对手下的员工。尽管性格可憎，他还是一位技艺高超的厨师。","xxxx",,,,
,,,,,,
"socialUI_101_Description_2","乌利尔是一名热情洋溢的屠夫，时常过度劳作。尽管他举止活泼友善，但他其实更喜欢与密友安静地活动，并享受一杯热茶。","xxxx",,,,
"socialUI_102_Description_2","阿洛伊斯是一名梦想着过上不同生活的渔夫。事实上，他一直热爱机器，正在攒钱去读工程学院。他还爱好收集古着服饰。","xxxx",,,,
"socialUI_103_Description_2","哈塞尔是一个机器人女孩，身边总是有她的青蛙波巴陪伴。尽管她是一个常出bug的老款机器人，但她始终带着乐观的态度。","xxxx",,,,
"socialUI_104_Description_2","艾姆是位活泼的男士，是6个孩子的慈父，也是妻子Bea的爱夫。他在当地的娱乐中心担任健身教练，帮助其他人锻炼肌肉。","xxxx",,,,
